customer_id,Churn,CustomerFeedback_clean,reason_short,reason_long,churn_category
4735-ASGMA,1,i have been a customer with this fiber optic internet provider for 26 months on a monthtomonth contract while the service itself has been reliable and fast i recently decided to cancel due to the increasing monthly charges at 9835 per month i found that i could get a better deal with another provider the payment method of electronic check was convenient and hasslefree overall i was satisfied with the service but ultimately had to switch due to the high cost,high cost,i recently decided to cancel due to the increasing monthly charges,Better deal / pricing
8413-VONUO,1,i recently switched to this fiber optic internet service provider two months ago on a monthtomonth contract the monthly charges of 9565 are reasonable for the quality of service i am receiving i appreciate the convenience of paying through electronic checkhowever i am disappointed to say that i am considering churning and switching to a different provider the service has been inconsistent and i have experienced frequent outages which is frustrating and disruptive to my work and personal life i hope the provider can improve their reliability and customer service to retain customers like me in the future,frequent outages,the service has been inconsistent and i have experienced frequent outages which is frustrating and disruptive to my work and personal life,Service reliability / outages
7752-XUSCI,1,i have been a customer with this company for 5 years and i have been satisfied with the fiber optic internet service however i recently decided to switch providers due to the high monthly charges of 10590 on a monthtomonth contract i would have preferred a lower rate or a discount for being a longtime customer additionally the payment method of electronic check was convenient for me overall i have had a positive experience with the service but the pricing ultimately led me to churn,high monthly charges,I decided to switch providers due to the high monthly charges of 10590 on a month-to-month contract.,Better deal / pricing
5469-CTCWN,1,i have been a customer with this company for over five years and have been using their fiber optic internet service however i recently decided to cancel my subscription due to the high monthly charges of 1060 i have found a more costeffective option with another provider i have always paid my bills on time using electronic check and have never had any issues with the service itself overall i have been satisfied with the quality of the internet service but the pricing ultimately led me to churn,high monthly charges,"I canceled my subscription due to the high monthly charges of 1060, having found a more cost-effective option with another provider.",Better deal / pricing
6618-RYATB,1,i recently signed up for fiber optic internet service with this provider on a monthtomonth contract unfortunately after just one month i decided to cancel due to personal reasons i found the monthly charges of 7955 to be reasonable for the speed and reliability of the internet service however i was disappointed to learn that the only payment method accepted was mailed check which was inconvenient for me overall i had a short but satisfactory experience with this provider,personal reasons,"I was disappointed to learn that the only payment method accepted was mailed check, which was inconvenient for me.",Payment / billing issues
3097-NNSPB,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just two months i decided to cancel due to slow and unreliable connection despite the affordable monthly charges of 4905 the service did not meet my expectations the automatic credit card payment method was convenient but i ultimately decided to switch to a different provider for better internet service,slow and unreliable connection,unfortunately after just two months i decided to cancel due to slow and unreliable connection despite the affordable monthly charges of 4905 the service did not meet my expectations,Service reliability / outages
3538-WZPHD,1,i recently switched to this dsl internet service provider three months ago on a monthtomonth contract the monthly charges of 296 seemed reasonable at first but unfortunately i experienced frequent outages and slow speeds the payment method of electronic check was convenient but i ultimately decided to churn and switch to a different provider for more reliable service disappointed with the overall experience,slow speeds,unfortunately i experienced frequent outages and slow speeds,Technical issues / speed
3550-SAHFP,1,i recently decided to cancel my service after being with the company for 33 months while the fiber optic internet service provided was reliable and fast i found that the monthly charges of 8335 were becoming too costly for me on a monthtomonth contract i also preferred to switch to a different payment method rather than using electronic check overall i was satisfied with the service provided but decided to explore other options that better fit my budget and payment preferences,too costly,i found that the monthly charges of 8335 were becoming too costly for me on a monthtomonth contract,Better deal / pricing
3757-NJYBX,1,i recently decided to switch internet providers after 32 months with this company despite having fiber optic internet i found the monthly charges of 10635 to be too high compared to other providers in my area the automatic bank transfer payment method was convenient but ultimately i felt like i was paying too much for the service i was receiving i ultimately decided to churn and look for a more affordable option,paying too much,i found the monthly charges of 10635 to be too high compared to other providers in my area,Better deal / pricing
8260-NGFNY,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just one month i decided to churn and switch to another provider the monthly charges of 252 were reasonable but i found the internet speed to be slower than expected additionally having to pay by mailing a check was inconvenient for me overall i was not satisfied with the service and decided to look for better options elsewhere,internet speed slower,i found the internet speed to be slower than expected,Technical issues / speed
7615-ESMYF,1,i recently had to cancel my internet service with this provider after only 2 months of being a customer while the monthly charges were reasonable at 446 i found the dsl internet service to be unreliable and slow additionally i was disappointed with the lack of flexibility in the monthtomonth contract and the inconvenience of having to pay with an electronic check overall i would not recommend this provider to others,unreliable and slow,I found the DSL internet service to be unreliable and slow,Technical issues / speed
9172-JITSM,1,i recently decided to cancel my service after being a customer for 26 months i was on a monthtomonth contract with monthly charges of 908 for fiber optic internet service while the internet speed was great and reliable i ultimately decided to switch providers due to better deals offered by competitors the payment method of electronic check was convenient and hasslefree overall i had a positive experience with the service but ultimately chose to leave for better pricing options,better pricing options,i ultimately decided to switch providers due to better deals offered by competitors,Better deal / pricing
3776-EKTKM,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just one month of service i decided to cancel due to slow speeds and frequent outages the monthly charges of 3645 were reasonable but the unreliable service was not worth the cost i paid using electronic check which was convenient but i ultimately decided to switch to a different provider for more reliable internet service,slow speeds,unfortunately after just one month of service i decided to cancel due to slow speeds and frequent outages,Technical issues / speed
3874-EQOEP,1,i was a customer with this company for 7 months on a monthtomonth contract i chose to pay my 950 monthly charges by mailing a check unfortunately i ultimately decided to churn as i found a better deal with another provider the fiber optic internet service was reliable during my time with the company but ultimately the cost was a deciding factor in my decision to leave i would recommend this company to others looking for a reliable internet service but would caution them to compare prices with other providers to ensure they are getting the best deal,better deal found,unfortunately i ultimately decided to churn as i found a better deal with another provider,Better deal / pricing
2362-IBOOY,1,i recently had to cancel my service with this provider after being with them for 36 months on a monthtomonth contract the monthly charges of 8475 for fiber optic internet were reasonable but unfortunately i had to churn due to personal reasons i found the electronic check payment method convenient and reliable overall i had a positive experience with this provider and would recommend them to others,personal reasons,unfortunately i had to churn due to personal reasons,Personal reasons
2013-SGDXK,1,i recently signed up for fiber optic internet service with this provider on a monthtomonth contract however after just one month i decided to cancel due to unforeseen circumstances the monthly charges of 843 were reasonable and the internet speed was satisfactory i appreciated the convenience of paying with an electronic check overall my experience was positive but i ultimately had to churn due to personal reasons,personal reasons,i ultimately had to churn due to personal reasons,Personal reasons
1120-BMWUB,1,i recently decided to cancel my dsl service after being a customer for 16 months the monthly charges of 5390 were reasonable but i found that the internet service was not as reliable as i had hoped i also did not like having to mail in a check for payment each month as it was inconvenient compared to other payment methods overall i was not satisfied with the service and decided to switch to a different provider,internet not reliable,I was not satisfied with the service due to its unreliability and inconvenient payment methods.,Service reliability / outages
8229-TNIQA,1,i recently switched to this dsl internet service provider about 4 months ago on a monthtomonth contract the monthly charges were reasonable at 453 however i experienced frequent outages and slow speeds which were frustrating additionally i found the payment method of mailing a check to be inconvenient and outdated as a result i have decided to churn and look for a more reliable and modern internet service provider,frequent outages and slow speeds,"i experienced frequent outages and slow speeds which were frustrating, and i found the payment method to be inconvenient and outdated.",Technical issues / speed
2754-XBHTB,1,i recently canceled my service with this company after being a customer for 9 months on a monthtomonth contract the monthly charges were reasonable at 7765 and i was happy with the fiber optic internet service provided however i ultimately decided to switch to a different provider for personal reasons the automatic bank transfer payment method was convenient and hasslefree overall i had a positive experience with this company and would recommend their services to others,personal reasons,however i ultimately decided to switch to a different provider for personal reasons,Personal reasons
8519-QJGJD,1,after being a customer for 14 months with the monthtomonth contract and paying 7535 monthly for fiber optic internet service i have decided to churn the service was reliable and the speed was good but i found a better deal with another provider i appreciated the convenience of paying with electronic check overall i had a positive experience with the service but the cost ultimately led me to switch providers,cost too high,the service was reliable and the speed was good but i found a better deal with another provider,Better deal / pricing
6986-IJDHX,1,i have been a customer with this company for 39 months and unfortunately i have decided to churn the monthly charges of 863 for fiber optic internet service were reasonable but i found the payment method of mailing a check to be inconvenient i would have preferred more modern payment options such as online or automatic payment overall i was satisfied with the service provided but felt that the company could improve in terms of payment convenience,inconvenient payment method,i found the payment method of mailing a check to be inconvenient,Payment / billing issues
9412-ARGBX,1,i was a customer with this company for 48 months on a twoyear contract i had fiber optic internet service with a monthly charge of 955 unfortunately i recently decided to churn and discontinue my services with this company i found that the payment method of mailing a check was inconvenient and the overall service did not meet my expectations i hope that the company can improve their payment options and customer service in the future,inconvenient payment,i found that the payment method of mailing a check was inconvenient and the overall service did not meet my expectations,Payment / billing issues
9190-MFJLN,1,i have been a customer with this company for 19 months now and i recently decided to cancel my service while i have been satisfied with the quality of the fiber optic internet service i found that the monthly charges of 959 were becoming too expensive for me despite the convenience of automatic credit card payments i ultimately decided to switch to a more affordable provider i would consider returning in the future if the pricing becomes more competitive,too expensive,I found that the monthly charges of 959 were becoming too expensive for me,Better deal / pricing
3583-EKAPL,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just 1 month i decided to churn and switch to a different provider the monthly charges of 55 were reasonable but i experienced frequent interruptions in service and slow speeds additionally the payment method of electronic check was convenient but overall i was not satisfied with the quality of the internet service provided i would not recommend this provider to others,frequent interruptions,i experienced frequent interruptions in service and slow speeds,Service reliability / outages
4398-HSCJH,1,i recently cancelled my dsl internet service after only 3 months with this provider the monthly charges of 636 were reasonable but i found the internet speed to be slower than i had hoped for the payment method of electronic check was convenient but ultimately i decided to switch to a different provider that offered faster speeds and more reliable service overall i was satisfied with the price but disappointed with the quality of the internet service,slower internet speed,"I decided to switch to a different provider because the internet speed was slower than I had hoped for, despite being satisfied with the price.",Technical issues / speed
0661-XEYAN,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract however after just one month of service i decided to churn and switch to a different provider the internet connection was slow and unreliable making it difficult for me to work from home effectively additionally i found the monthly charges of 258 to be too high for the poor quality of service i was receiving i also found it inconvenient that the only payment method available was mailing a check overall i was not satisfied with my experience and would not recommend this provider to others,slow and unreliable,the internet connection was slow and unreliable making it difficult for me to work from home effectively,Service reliability / outages
8276-MQBYC,1,i have been a customer of this fiber optic internet service for 51 months on a monthtomonth contract the monthly charges of 978 were reasonable for the highspeed internet i received however i recently decided to churn due to finding a better deal with another provider overall i was satisfied with the service during my time as a customer i appreciated the convenience of the electronic check payment method,finding a better deal,however i recently decided to churn due to finding a better deal with another provider,Better deal / pricing
4629-NRXKX,1,i recently signed up for the fiber optic internet service with this provider on a monthtomonth contract after just 2 months i decided to churn and switch to a different provider the monthly charges of 704 were reasonable but i experienced frequent outages and slow speeds additionally the payment method of electronic check was convenient but the overall service did not meet my expectations i hope they can improve their reliability and speed in the future,frequent outages,i experienced frequent outages and slow speeds,Service reliability / outages
2656-FMOKZ,1,i recently cancelled my service with this company after being a customer for 15 months the monthly charges were reasonable at 7445 for fiber optic internet service however i found it inconvenient to have to mail a check for payment each month i ultimately decided to switch to a different provider that offered more convenient payment options overall the service itself was reliable but the payment process was a hassle for me,payment hassle,I ultimately decided to switch to a different provider that offered more convenient payment options.,Payment / billing issues
0195-IESCP,1,i recently decided to cancel my service with this provider after being with them for 10 months on a monthtomonth contract while the fiber optic internet service was reliable and fast i found the monthly charges of 8525 to be a bit on the high side additionally i was not a fan of having to pay through electronic check as i prefer other payment methods overall i had a decent experience with this provider but ultimately decided to switch to a more affordable option,monthly charges high,"I found the monthly charges to be high and preferred other payment methods, leading me to switch to a more affordable option.",Better deal / pricing
5673-FSSMF,1,i recently switched to this dsl internet service provider and unfortunately had to cancel after only 1 month due to unreliable service the monthly charges of 6015 were reasonable but the connection was constantly dropping and speeds were much slower than advertised i paid through electronic check which was convenient but ultimately i was not satisfied with the service and had to look for another provider,unreliable service,i recently switched to this dsl internet service provider and unfortunately had to cancel after only 1 month due to unreliable service the monthly charges of 6015 were reasonable but the connection was constantly dropping and speeds were much slower than advertised i paid through electronic check which was convenient but ultimately i was not satisfied with the service and had to look for another provider,Service reliability / outages
2672-DZUOY,1,i recently switched to this dsl internet service provider and unfortunately i experienced constant connection issues and slow speeds after only one month i decided to churn and find a more reliable provider the monthly charges were reasonable at 2515 but the service quality did not meet my expectations i was using electronic check as my payment method which was convenient overall i was disappointed with the internet service and would not recommend it to others,constant connection issues,i experienced constant connection issues and slow speeds,Technical issues / speed
6397-JNZZG,1,i have been a customer with this company for over 3 years now but unfortunately i have decided to cancel my service the monthly charges were reasonable at 5555 but i found that the dsl internet service was not meeting my needs additionally i prefer the flexibility of a monthtomonth contract but it seems that there are better options available in my area the automatic credit card payment method was convenient but ultimately i have decided to switch to a different provider for better internet service,internet service issues,i found that the dsl internet service was not meeting my needs,Service reliability / outages
3705-PSNGL,1,i have been a customer with this company for 45 months on a one year contract unfortunately i have decided to churn as i am not satisfied with the lack of internet service provided despite the low monthly charges of 204 and convenient payment method through electronic check the absence of internet has prompted me to seek services elsewhere i hope the company can improve their offerings in the future to retain customers like me,no internet service,i am not satisfied with the lack of internet service provided despite the low monthly charges of 204 and convenient payment method through electronic check,Service reliability / outages
4919-MOAVT,1,i recently signed up for the fiber optic internet service with this provider on a monthtomonth contract unfortunately after just 3 months i decided to churn and switch to a different provider the monthly charges of 6965 were reasonable but i experienced some issues with the service reliability and customer support i also found the payment method of electronic check to be inconvenient overall i was not fully satisfied with the experience and decided to look for a better internet provider,service reliability issues,i experienced some issues with the service reliability and customer support,Service reliability / outages
4077-CROMM,1,i was a loyal customer with this company for over 2 and a half years but unfortunately i had to churn due to personal reasons the fiber optic internet service was reliable and fast which was great for streaming and gaming however the monthly charges of 1042 were a bit high for my budget i appreciated the convenience of paying with electronic check overall i had a positive experience with the service but i had to cancel due to financial constraints,personal reasons,i had to cancel due to financial constraints,Personal reasons
6087-MVHJH,1,i recently cancelled my service with this provider after being a customer for 16 months i was on a monthtomonth contract and was paying 8845 per month for fiber optic internet service overall i was satisfied with the quality of the internet service but i ultimately decided to switch to a different provider for a better promotional offer the payment method of electronic check was convenient and i never had any issues with billing i would consider returning to this provider in the future if they offer competitive pricing or promotions,better promotional offer,I ultimately decided to switch to a different provider for a better promotional offer,Better deal / pricing
3640-PHQXK,1,i recently decided to switch internet providers after being with this company for over two and a half years on a monthtomonth contract the 899 monthly charges for fiber optic service were reasonable but i ultimately chose to churn due to a better offer from another provider the electronic check payment method was convenient but i felt that the company could have offered more competitive pricing or incentives to keep me as a customer after such a long tenure,better offer,i ultimately chose to churn due to a better offer from another provider,Better deal / pricing
6987-XQSJT,1,i have been a customer with this company for over four and a half years on a monthtomonth contract with fiber optic internet service i recently decided to switch providers due to finding a better deal elsewhere the monthly charges were reasonable at 7950 and i appreciated the convenience of paying with electronic check overall i had a positive experience with the service but ultimately chose to churn for a better offer,better deal,i recently decided to switch providers due to finding a better deal elsewhere,Better deal / pricing
9369-XFEHK,1,i have been a customer with this company for over 2 and a half years and unfortunately i have decided to cancel my service while i have been generally satisfied with the fiber optic internet service provided i have found that the monthly charges of 806 are a bit too high for my budget additionally i have had some issues with the automatic bank transfer payment method as there have been a few instances where my payment did not go through smoothly overall i have had a decent experience with the service but have ultimately decided to switch to a more affordable option,too high,i have found that the monthly charges of 806 are a bit too high for my budget additionally i have had some issues with the automatic bank transfer payment method as there have been a few instances where my payment did not go through smoothly,Payment / billing issues
6331-LWDTQ,1,i recently decided to cancel my dsl internet service after being a customer for 10 months the monthly charges of 7215 were reasonable but i found that the internet speed and reliability were not meeting my needs despite being on a monthtomonth contract the cancellation process was smooth and hasslefree i appreciated the convenience of automatic credit card payments but ultimately decided to switch to a different provider for faster internet speeds,internet speed,i found that the internet speed and reliability were not meeting my needs,Technical issues / speed
4844-JJWUY,1,i recently decided to switch to a different internet provider after only one month with this company while the fiber optic internet service was fast and reliable i found the monthly charges of 860 to be quite high compared to other providers in the area additionally i had issues with the electronic check payment method as it was not as convenient as i had hoped overall i felt that the contract type of monthtomonth did not offer enough flexibility for me as a customer i ultimately decided to churn and find a more affordable and userfriendly internet service provider,monthly charges high,i found the monthly charges of 860 to be quite high compared to other providers in the area,Better deal / pricing
7481-ATQQS,1,i recently decided to cancel my service after being a customer for almost four years while the fiber optic internet service was fast and reliable i found that i could no longer justify the monthly cost of 9085 especially since i was only on a monthtomonth contract the automatic credit card payments were convenient but ultimately i felt that i could find a more affordable option with similar speeds overall i was satisfied with the service provided but the price point ultimately led me to churn,high monthly cost,i found that i could no longer justify the monthly cost of 9085 especially since i was only on a monthtomonth contract,Better deal / pricing
6366-ZGQGL,1,i recently switched to this dsl internet service provider about a month ago and unfortunately i have already decided to churn the service itself was decent but i found that the speed was not as fast as i had hoped for additionally the monthly charges of 248 were reasonable but i ultimately decided to switch because i found a better deal with another provider the automatic bank transfer payment method was convenient and hasslefree overall i would recommend this provider to others who are looking for a budgetfriendly option with decent service but personally i am looking for something with faster speeds,speed not fast,I found a better deal with another provider because the speed was not as fast as I had hoped for.,Technical issues / speed
5196-SGOAK,1,i recently signed up for fiber optic internet service with this provider and unfortunately had to cancel after only one month the monthly charges of 7570 were higher than i anticipated and the service did not meet my expectations i found the payment method of electronic check to be convenient but ultimately decided to switch to a different provider for a better value,higher monthly charges,the monthly charges of 7570 were higher than i anticipated and the service did not meet my expectations,Payment / billing issues
6347-DCUIK,1,i recently cancelled my service with this company after being a customer for 10 months the monthly charges of 7415 for fiber optic internet were reasonable but i found the payment method of mailing a check to be inconvenient and outdated i would have preferred more modern payment options such as online billing or automatic withdrawals overall i was satisfied with the internet service itself but the payment process was a major factor in my decision to switch providers,inconvenient payment method,i found the payment method of mailing a check to be inconvenient and outdated,Payment / billing issues
9776-CLUJA,1,i have been a customer for over four years and have been generally satisfied with the fiber optic internet service provided by this company however i recently decided to switch providers due to a better deal offered by a competitor the monthly charges were a bit high for me but the service itself was reliable and fast i appreciated the convenience of paying with an electronic check overall i had a positive experience as a customer but the price ultimately drove me to cancel my contract,high monthly charges,the monthly charges were a bit high for me,Better deal / pricing
6345-ULYRW,1,i have been a customer with this company for 44 months and unfortunately i have decided to churn despite having fiber optic internet service which was reliable and fast i found the monthly charges of 884 to be too high for my budget additionally having to pay by mailed check was inconvenient and outdated compared to other payment methods available i would have considered staying with the company if there were more affordable pricing options and a more convenient payment method,monthly charges too high,i found the monthly charges of 884 to be too high for my budget additionally having to pay by mailed check was inconvenient and outdated compared to other payment methods available,Payment / billing issues
0201-OAMXR,1,i have been a customer of this company for 70 months opting for the oneyear contract with a monthly charge of 11555 for fiber optic internet service i have always paid using my credit card on automatic payment despite my long tenure with the company i have decided to churn and switch to a different provider due to the increasing monthly charges and lack of competitive offers i appreciate the reliable service i received during my time as a customer but i feel it is time to explore other options that better suit my needs and budget,increasing monthly charges,despite my long tenure with the company i have decided to churn and switch to a different provider due to the increasing monthly charges and lack of competitive offers,Better deal / pricing
0151-ONTOV,1,i recently signed up for the fiber optic internet service with a monthtomonth contract unfortunately after just one month i decided to switch providers due to the high monthly charges of 709 i found the payment method of mailing a check to be inconvenient and outdated overall i was not satisfied with the service and chose to churn i would recommend looking for a provider with more affordable options and modern payment methods,high monthly charges,high monthly charges of 709 and inconvenient payment method,Payment / billing issues
2115-BFTIW,1,i recently decided to switch internet providers after being with this company for 25 months on a monthtomonth contract i found that the monthly charges of 7095 were quite steep for the service i was receiving additionally having to mail a check for payment was inconvenient and outdated compared to other providers who offer more modern payment methods overall i chose to churn because i found a better deal with another company that offered faster speeds at a lower price,higher price,i chose to churn because i found a better deal with another company that offered faster speeds at a lower price,Better deal / pricing
4307-KTUMW,1,i have been a customer with this company for over four years and have always been satisfied with their fiber optic internet service however i recently decided to cancel my subscription due to personal reasons the monthly charges of 939 were reasonable for the quality of service provided i appreciated the convenience of paying with an electronic check overall i had a positive experience as a customer and would recommend this company to others,personal reasons,however i recently decided to cancel my subscription due to personal reasons,Personal reasons
4877-EVATK,1,i recently signed up for internet service with this provider on a monthtomonth contract unfortunately after just one month of service i decided to cancel due to the lack of internet service in my area i was disappointed that i had to send a mailed check for payment each month as it was inconvenient compared to other payment methods overall i was not satisfied with my experience and will be looking for a different provider in the future,lack of internet,i decided to cancel due to the lack of internet service in my area,Service reliability / outages
1902-XBTFB,1,i was a customer with this company for 22 months on a monthtomonth contract i was paying 894 per month for fiber optic internet service and using electronic check as my payment method unfortunately i had to churn and switch to another provider due to some issues with the service overall i was satisfied with the internet speed and reliability but i found the monthly charges to be a bit high compared to other providers in the area i would consider returning as a customer if there were more competitive pricing options available,high monthly charges,i found the monthly charges to be a bit high compared to other providers in the area,Better deal / pricing
3900-AQPHZ,1,i recently signed up for this service and unfortunately had to cancel after only one month i was disappointed to find out that internet service was not available in my area which was a major inconvenience for me the monthly charges were reasonable at 1990 but without internet access i couldnt justify keeping the service i also found the payment method of mailing a check to be outdated and inconvenient overall i was not satisfied with my experience and would not recommend this service to others in a similar situation,no internet available,"I was disappointed to find out that internet service was not available in my area, which was a major inconvenience for me",Service reliability / outages
4211-MMAZN,1,i recently signed up for this service but unfortunately had to cancel after only one month due to some unforeseen circumstances i was on a monthtomonth contract and was paying 2025 per month which i found to be a reasonable price however i did not have internet service with this provider i preferred to pay my bills by mailing a check which was a bit inconvenient for me overall i didnt have a chance to fully experience the service but the payment method was a bit outdated for my liking,unforeseen circumstances,i recently signed up for this service but unfortunately had to cancel after only one month due to some unforeseen circumstances,Personal reasons
0093-XWZFY,1,i recently decided to switch internet providers after being with this company for 40 months on a monthtomonth contract the monthly charges were 10450 which i found to be quite expensive for the service i was receiving the fiber optic internet service was usually reliable but there were occasional outages that were frustrating i did appreciate the convenience of automatic payments with my credit card but ultimately i decided to churn because i found a better deal with another provider i would recommend this company if you are willing to pay a bit more for reliable internet service but for me the cost was not worth it in the long run,found a better deal,ultimately i decided to churn because i found a better deal with another provider,Better deal / pricing
5649-VUKMC,1,i was a customer with this company for 12 months and unfortunately decided to churn the monthly charges of 955 for fiber optic internet were reasonable but the inconvenience of having to mail a check for payment was a hassle i would have preferred more modern payment options overall the service was reliable and the internet speed was good but the payment process could be improved,inconvenient payment,the inconvenience of having to mail a check for payment was a hassle,Payment / billing issues
1670-SVOWZ,1,i recently decided to switch internet providers after being with this company for 14 months on a monthtomonth contract the monthly charges of 8965 were reasonable for the fiber optic internet service i received however i experienced some issues with the reliability of the service and ultimately decided to cancel and switch to a different provider the automatic credit card payment method was convenient but i would have appreciated better customer service and technical support when dealing with connectivity problems overall i was satisfied with the service for the most part but the churn was ultimately due to the lack of consistent performance,reliability issues,the churn was ultimately due to the lack of consistent performance,Service reliability / outages
6680-NENYN,1,ive been a loyal customer for over 3 years now but unfortunately i have decided to churn the monthly charges of 1046 were a bit steep for me especially with the two year contract the fiber optic internet service was reliable and fast but i found that i could get a better deal with another provider i did appreciate the convenience of paying with electronic check though overall i had a good experience with the service but the cost ultimately led me to switch providers,high monthly charges,the monthly charges were a bit steep for me especially with the two year contract,Better deal / pricing
1309-BXVOQ,1,i recently decided to cancel my service after 21 months with this company while the fiber optic internet service was fast and reliable i found that the monthly charges of 1061 were becoming too expensive for me i also had issues with the electronic check payment method as it was not always convenient for me to remember to pay on time overall i enjoyed the service but ultimately had to cancel due to the cost and payment method issues,too expensive,i found that the monthly charges of 1061 were becoming too expensive for me i also had issues with the electronic check payment method as it was not always convenient for me to remember to pay on time,Better deal / pricing
3259-FDWOY,1,i have been a customer with this company for over 6 years and have been on a two year contract with automatic bank transfer payments despite being satisfied with the fiber optic internet service i have decided to churn due to the high monthly charges of 1060 i believe that the company should consider offering more competitive pricing options to retain longterm customers like myself,high monthly charges,i have decided to churn due to the high monthly charges of 1060,Better deal / pricing
2325-ZUSFD,1,i have been a customer with this company for 57 months now and i must say i am very disappointed with the service despite being on a oneyear contract i have decided to churn because the dsl internet service i have been receiving is extremely slow and unreliable the monthly charges of 701 are not worth the poor quality of service i have been experiencing additionally the automatic bank transfer payment method has been convenient but i expected better service for the amount i have been paying i would not recommend this company to others looking for reliable internet service,slow internet service,the dsl internet service i have been receiving is extremely slow and unreliable,Technical issues / speed
2845-HSJCY,1,i recently decided to switch internet providers after being with this company for 14 months on a monthtomonth contract the monthly charges of 8725 were reasonable for the fiber optic internet service i received however i ultimately chose to churn because i found a better deal with another provider the payment method of electronic check was convenient and i never had any issues with billing overall my experience with this company was positive but i had to make a change for financial reasons,financial reasons,i ultimately chose to churn because i found a better deal with another provider,Better deal / pricing
9801-GDWGV,1,i recently decided to switch internet providers after being with this company for nearly 3 years on a monthtomonth contract despite having fiber optic internet which i appreciated for its fast speeds i ultimately decided to churn due to the high monthly charges of 10345 i also found the payment method of electronic check to be inconvenient compared to other options available with competitors overall while the service itself was reliable the pricing and payment method were ultimately the deciding factors in my decision to leave,high monthly charges,i ultimately decided to churn due to the high monthly charges of 10345 i also found the payment method of electronic check to be inconvenient compared to other options available with competitors,Payment / billing issues
9436-ZBZCT,1,i recently cancelled my service with this company after being a customer for 14 months i was on a monthtomonth contract and was paying 8995 per month for fiber optic internet service i chose to pay with electronic check each month overall i was satisfied with the service during my time as a customer but ultimately decided to switch providers for a better deal,better deal,ultimately decided to switch providers for a better deal,Better deal / pricing
9061-TIHDA,1,i recently decided to cancel my service with this company after being a customer for 13 months the monthly charges of 9525 were becoming too expensive for me especially since i was only on a monthtomonth contract despite having fiber optic internet service i felt like i could find a better deal elsewhere the payment method of electronic check was convenient but ultimately not enough to keep me as a customer i would recommend this company to others who are looking for reliable internet service but for me personally it was time to move on,too expensive,the monthly charges of 9525 were becoming too expensive for me especially since i was only on a monthtomonth contract despite having fiber optic internet service,Better deal / pricing
4855-SNKMY,1,i recently signed up for dsl internet service with this provider on a monthtomonth contract unfortunately after just one month i decided to cancel due to slow speeds and frequent outages the monthly charges of 441 were reasonable but the service did not meet my expectations i paid using electronic check which was convenient overall i was disappointed with the quality of the internet service and ultimately chose to churn,slow speeds,i decided to cancel due to slow speeds and frequent outages,Technical issues / speed
5380-AFSSK,1,i recently switched to fiber optic internet service with this provider about 5 months ago opting for a monthtomonth contract at a monthly rate of 9390 while the service itself has been reliable and fast i ultimately decided to churn due to the inconvenience of having to mail in a check for payment each month i would have preferred more convenient payment options such as online billing or automatic withdrawal overall i was satisfied with the internet service itself but the payment process could be improved for better customer experience,inconvenient payment,i ultimately decided to churn due to the inconvenience of having to mail in a check for payment each month i would have preferred more convenient payment options such as online billing or automatic withdrawal,Payment / billing issues
7760-OYPDY,1,i recently switched to this fiber optic internet service provider and signed up for a monthtomonth contract however after just 2 months of service i decided to cancel due to a better deal with another provider the monthly charges of 8065 were reasonable but i found a cheaper option elsewhere the payment method of electronic check was convenient and easy to use overall i had a positive experience with the service but ultimately chose to switch due to cost savings,cost savings,I found a cheaper option elsewhere,Better deal / pricing
4110-PFEUZ,1,i recently signed up for fiber optic internet service with this company on a monthtomonth contract after only one month i decided to cancel due to moving to a new location with different internet options the monthly charges of 6955 were reasonable for the service provided however i was not a fan of having to mail in a check for payment each month overall the service was reliable and fast during my short tenure with the company,moving to a new location,after only one month i decided to cancel due to moving to a new location with different internet options,Personal reasons
2260-USTRB,1,i recently signed up for fiber optic internet service with this provider on a monthtomonth contract unfortunately after just 2 months i decided to cancel due to unforeseen circumstances the automatic bank transfer payment method was convenient and hasslefree however i found the monthly charges of 702 to be a bit on the higher side compared to other providers in the market overall the service was reliable and the speed was good but i ultimately decided to switch to a more affordable option,unforeseen circumstances,I ultimately decided to switch to a more affordable option,Better deal / pricing
